_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
699,Education,Education,Toronto,Brockton Learning Centre,Complete,Sep-18,Demolition,Full/Partial demolition of the existing facility,Toronto,Central,90 CROATIA ST,M6H 1K9,,5275587,,Yes,,,,43.65817,-79.43799
700,Education,Education,Toronto,St. Michael's Choir Catholic Elementary School,Planning,Sep-25,Construction of new school,New replacement facility to accommodate 300 students,Toronto,Central,TBD,TBD,,11155222,,Yes,,,,,
701,Education,Education,Toronto,Holy Angels Catholic Elementary School,Under construction,2023,Construction of new school,"New facility to accommodate 600 students in a growing community, including the construction of 88 child care spaces ",Toronto,Central,65 JUTLAND RD,M8Z 2G6,,20360797,,Yes,,,,43.6282483,-79.51771366
702,Education,Education,Toronto,St. Matthias Catholic Elementary School,Planning,Sep-23,Construction of new school,"New facility to accommodate 525 students as a result of a consolidation, including the construction of 88 child care spaces ",Toronto,Central,101 VAN HORNE AVE,M2J 2S8,,13785310,,Yes,,,,43.78448073,-79.35948012
703,Education,Education,Toronto,école secondaire publique Toronto Est,Complete,Sep-20,Renovation of existing school,New facility to accommodate 501 students in a growing community,Toronto,Central,24 MOUNTJOY AVE,M4J 1J6,,4585000,,Yes,,,,43.68082989,-79.33047497
704,Education,Education,Toronto,Baycrest Catholic Elementary School,Under construction,Sep-25,Construction of new school,"New facility to accommodate 504 students in a growing community, including the construction of 49 child care spaces ",Toronto,Central,145 BAYCREST AVE,M6A 1W4,,12339687,,Yes,,Yes,,43.726739,-79.44428
705,Education,Education,Toronto,École secondaire publique Toronto Est,Under construction,Sep-23,Renovation of existing school,New facility to accommodate 501 students in a growing community,Toronto,Central,24 MOUNTJOY AVE,M4J 1J6,,26777908,,Yes,,Yes,,43.68082989,-79.33047497
706,Education,Education,Toronto,McKee Public Elementary School,Planning,Sep-24,Expansion of existing school,New classroom addition of 69 pupil places for a growing school,Toronto,Central,35 CHURCH AVE,M2N 6X6,,1483544,,Yes,,,,43.77426711,-79.4105157
707,Education,Education,Toronto,Buttonwood Catholic Elementary School,Planning,Jan-26,Construction of new school,"New facility to accommodate 600 students in a growing community, including the construction of 88 child care spaces",Toronto,Central,100 ALLANHURST DR,M9A 4K4,,15887554,,Yes,,,,43.68026014,-79.51927676
708,Education,Education,Toronto,David Lewis Public Elementary School,Planning,Jan-25,Expansion of existing school,"New classroom addition of 184 pupil places for a growing school, including 40 child care spaces",Toronto,Central,130 FUNDY BAY BLVD,M1W 3G1,,5739940,,Yes,,,,43.8096061,-79.317908
709,Education,Education,Toronto,Buttonwood Catholic Secondary School,Planning,Sep-24,Construction of new school,New facility to accommodate 900 students in a growing community,Toronto,Central,100 ALLANHURST DR,M9A 4K4,,26355588,,Yes,,,,43.68068812,-79.51912325
710,Education,Education,Toronto,Bishop Allen Academy Catholic Secondary School,Planning,Sep-26,Construction of new school,New facility to accommodate 1300 students in a growing community,Toronto,Central,721 ROYAL YORK RD,M8Y 2T3,,36013876,,Yes,,,,43.634,-79.50543
711,Education,Education,Toronto,Lorreto Abbey Catholic Secondary School,Planning,Jan-25,Expansion of existing school,New classroom addition of 620 pupil places for a growing school,Toronto,Central,101 MASON BLVD,M5M 3E2,,24088380,,Yes,,,,43.74088,-79.4111
712,Education,Education,Toronto,École élémentaire publique Paul-Demers,Planning,Sep-23,Construction of new school,"New facility to accommodate 412 students in a growing community, including the construction of 73 child care spaces",Toronto,Central,44 APPIAN DR,M2J 2P9,,11539404,,Yes,,,,43.78584,-79.37088
713,Education,Education,Toronto,école élémentaire catholique Sainte-Marguerite-d'Youville,Under construction,2022,Expansion of existing school,Addition and renovation to accommodate for Full Day Kindergarten,Toronto,Central,755 ROYAL YORK RD,M8Y 2T3,,1815000,,Yes,,Yes,,43.63589,-79.50594
714,Education,Education,Toronto,Dennis Avenue Public Elementary School,Under construction,2022,Demolition,Full/Partial demolition of the existing facility,Toronto,Central,17 DENNIS AVE,M6N 2T7,,1867708,,Yes,,,,43.68426,-79.48743
715,Education,Education,Toronto,Toronto Public Elementary School,Planning,Sep-23,Construction of new school,New facility to accommodate 455 students in a growing community,Toronto,Central,YONGE ST / QUEENS QUAY W,TBD,,44000000,,Yes,,,,,
716,Education,Education,Toronto,York Memorial Public Secondary School,Planning,2022,Expansion of existing school,New classroom addition of 368 pupil places to accommodate students as a result of consolidation,Toronto,Central,2690 EGLINTON AVE W,M6M 1T9,,11045702,,Yes,,,,43.69058949,-79.47615359
717,Education,Education,Toronto,école élémentaire catholique Saint-Michel,Planning,Sep-23,Expansion of existing school,New classroom addition of 92 pupil places for a growing school,Toronto,Central,29 MEADOWVALE RD,M1C 1R7,,2432137,,Yes,,,,43.7780078,-79.15606408
718,Education,Education,Toronto,Holy Angels Catholic Elementary School,Under construction,2022,Demolition,Full/Partial demolition of the existing facility,Toronto,Central,65 JUTLAND RD,M8Z 2G6,,992200,,Yes,,,,43.6282483,-79.51771366
719,Education,Education,Toronto,Elizabeth Simcoe Jr. Public Elementary School,Planning,Sep-26,Expansion of existing school,New classroom addition of 46 pupil places to accommodate students as a result of consolidation,Toronto,Central,166 SYLVAN AVE,M1E 1A3,,2532250,,Yes,,,,43.7385487,-79.2061959
720,Education,Education,Toronto,Poplar Road Jr. Public Elementary School,Planning,Sep-26,Construction of new school,"New facility to accommodate 341 students as a result of a consolidation, including the construction of 88 child care spaces",Toronto,Central,TBD,M1E 1S4,,13440170,,Yes,,,,,
721,Education,Education,Toronto,St. Elizabeth Catholic Elementary School,Planning,Sep-27,Construction of new school,"New facility to accommodate 600 students in a growing community, including the construction of 88 child care spaces",Toronto,Central,TBD,M9B 1J8,,19366938,,Yes,,,,,
722,Education,Education,Toronto,St. Monica Catholic Elementary School,Planning,Sep-27,Construction of new school,"New facility to accommodate 550 students in a growing community, including the construction of 88 child care spaces",Toronto,Central,TBD,M4P 1T4,,18635030,,Yes,,,,,
723,Education,Education,Vaughan,Johnny Lombardi Public Elementary School,Complete,Sep-16,New school built,New facility to accommodate 615 students in a growing community,York,Central,350 LAWFORD RD,L4H 4C3,,11034530,,Yes,,,,43.850477,-79.568983
724,Education,Education,Vaughan,Pope Francis Catholic Elementary School,Complete,Sep-16,New school built,New facility to accommodate 602 students in a growing community,York,Central,15 AV SECORD,L4H 3Z3,,11717563,,Yes,,Yes,,43.83015,-79.65562
725,Education,Education,Vaughan,Roméo Dallaire Public Elementary School,Complete,Sep-15,New school built,New facility to accommodate 615 students in a growing community,York,Central,550 AV PETER RUPERT,L6A 0S1,,11156721,,Yes,,,,43.85542,-79.49838
726,Education,Education,Vaughan,Viola Desmond Public Elementary School,Complete,Oct-19,New school built,"New facility to accommodate 638 students in a growing community, including the construction of 39 child care spaces ",York,Central,25 FARRELL RD,L6A 4W7,,14173720,,Yes,,,,43.871308,-79.471585
727,Education,Education,Vaughan,St. Catherine of Siena Catholic Elementary School,Complete,Sep-18,Renovation of existing school,Renovation to address accommodation needs as a result of full day kindergarten,York,Central,80 TERRA RD,L4L 3J5,,400000,,Yes,,,,43.77843,-79.57271
728,Education,Education,Vaughan,école secondaire catholique Vaughan,Planning,Sep-23,Construction of new school,"New facility to accommodate 407 students in a growing community, including the construction of 49 child care spaces",York,Central,200 ABERDEEN AVE,L4L 1C4,,14821233,,Yes,,,,43.80055,-79.5706
729,Education,Education,Vaughan,Kleinburg Nashville Public Elementary School,Planning,Sep-24,Construction of new school,"New facility to accommodate 638 students in a growing community, including the construction of 39 child care spaces",York,Central,BARON ST / ALGOMA DR,,,14761623,,Yes,,,,43.834519,-79.658079
730,Education,Education,Vaughan,Blue Willow Public Elementary School,Planning,Sep-26,Expansion of existing school,New classroom addition of 52 pupil places for a growing school,York,Central,250 BLUE WILLOW DR,L4L 9E1,,1342883,,Yes,,,,43.792,-79.5577
731,Education,Education,Wainfleet,Wainfleet Public Elementary School,Planning,Sep-23,Construction of new school,"New facility to accommodate 469 students as a result of a consolidation, including the construction of 49 child care spaces",Niagara,Central,31950 SUGARLOAF ST,L0S 1V0,,12204057,,Yes,,,,42.92128757,-79.374331
732,Education,Education,Wainfleet,St. Elizabeth Catholic Elementray School,Planning,Sep-23,Construction of new school,New replacement facility to accommodate 118 students,Niagara,Central,31950 SUGARLOAF ST,L0S 1V0,,3574873,,Yes,,,,42.92128757,-79.374331
733,Education,Education,Wasaga Beach,Wasaga Beach Public Elementary School,Planning,Sep-24,Construction of new school,New facility to accommodate 406 students in a growing community,Simcoe,Central,TBD,TBD,,10720841,,Yes,,Yes,,,
734,Education,Education,Waterloo,Vista Hills Public Elementary School,Complete,Sep-16,New school built,New facility to accommodate 646 students in a growing community,Waterloo,Southwest,314 SWEET GALE ST,N2V 0B3,,12285160,,Yes,,Yes,,43.45243,-80.59072
735,Education,Education,Waterloo,Holy Rosary Catholic Elementary School,Complete,Sep-18,Demolition,Full/Partial demolition of the existing facility,Waterloo,Southwest,485 THORNDALE DR,N2T 1W5,,238240,,Yes,,,,43.44535,-80.55375
736,Education,Education,Waterloo,Huron South Tartan Public Elementary School,Under construction,2022,Construction of new school,"New facility to accommodate 591 students in a growing community, including the construction of 88 child care spaces and of 3 EarlyON room",Waterloo,Southwest,80 TARTAN AVE,N2R 0N6,,19698864,,Yes,,Yes,,43.38166243,-80.47942227
737,Education,Education,Waterloo,Laurelwood Public Elementary School,Planning,Sep-23,Expansion of existing school,New classroom addition of 184 pupil places for a growing school,Waterloo,Southwest,460 BRENTCLIFFE DR,N2T 2R5,,3976096,,Yes,,,,43.46852,-80.57619
738,Education,Education,Waterloo,St. Agnes Elementary School,Under construction,2022,Expansion of existing school,New classroom addition of 167 pupil places for a growing school,Waterloo,Southwest,254 NEILSON AVE,N2J 2M3,,7719304,,Yes,,Yes,,43.47399,-80.50175
739,Education,Education,Welland,École élémentaire et secondaire publique Franco-Niagara,Complete,Sep-19,Construction of new school,"New facility to accommodate 375 students as a result of a consolidation, including the construction of 49 child care spaces",Niagara,Central,670 TANGUAY AVE,L3B 4G2,,15728410,,Yes,,Yes,,42.98925,-79.2245
740,Education,Education,Welland,école secondaire publique Confédération,Complete,Sep-19,Demolition,Full/Partial demolition of the existing facility,Niagara,Central,670 TANGUAY AVE,L3B 4G2,,2745130,,Yes,,,,42.98923,-79.22445
741,Education,Education,Welland,Quaker Road Public Elementary School,Planning,Sep-26,Expansion of existing school,"New classroom addition of 331 pupil places for a growing school, including 49 child care spaces",Niagara,Central,333 QUAKER RD,L3C 3G7,,10393253,,Yes,,,,43.0216,-79.2616
742,Education,Education,Wellington North,Kenilworth Public Elementary School,Complete,Sep-16,Renovation of existing school,School renovation,Wellington,Southwest,7478 SIDEROAD 7 RR 4,N0G 2E0,,485260,,Yes,,,,43.89712,-80.63285
743,Education,Education,West Lincoln,St. Martin Catholic Elementary School,Complete,Sep-17,Construction of new school,New replacement facility to accommodate 454 students,Niagara,Central,18 STREAMSIDE DR,L0R 2A0,,12053099,,Yes,,,,43.107336,-79.559918
744,Education,Education,West Nipissing,École élémentaire publique Jeunesse Active,Complete,Sep-15,Expansion of existing school,New classroom addition of 61 pupil places for a growing school,Nipissing,Northeast,130 LISGAR ST,P2B 3H4,,3559099,,Yes,,Yes,,46.371112,-79.941227
745,Education,Education,West Nipissing,École élémentaire catholique la Résurrection,Complete,Sep-15,Renovation of existing school,Minor school renovation to accommodate a child care,Nipissing,Northeast,136 THIRD ST,P2B 3C6,,1633122,,,,Yes,,46.35979,-79.923061
746,Education,Education,West Perth,Mitchell District Public Secondary School,Complete,Sep-15,Renovation of existing school,School renovation as a result of condition of school,Perth,Southwest,95 FRANCES ST E RR 5,N0K 1N0,,1390844,,,,Yes,,43.47518,-81.18946
747,Education,Education,Whitby,Brooklin Public Secondary School,Complete,Sep-15,New school built,"Accommodates about 1,100 secondary students",Durham,Central,20 Carnwith Dr W,L1M 0K7,,0,,Yes,,,,43.964415,-78.962364
748,Education,Education,Whitby,Brooklin Public Secondary School,Complete,Sep-15,New school built,New facility to accommodate 1101 students in a growing community,Durham,Central,20 CARNWITH DR W,L1M 0K7,,33155562,,Yes,,Yes,,43.966818,-78.960174
749,Education,Education,Whitby,Florence M Heard Facility Holding,Complete,Sep-17,Demolition,Full/Partial demolition of the existing facility,Durham,Central,100 GARDEN ST,L1N 3W2,,227306,,,,Yes,,43.882557,-78.933543
750,Education,Education,Whitby,Willows Walk Public Elementary School,Complete,Sep-21,Construction of new school,"New facility to accommodate 490 students in a growing community, including the construction of 73 child care spaces and of 1 EarlyON room",Durham,Central,51 LAZIO ST,L1R 3A1,,13293817,,Yes,,Yes,,43.924966,-78.937811
751,Education,Education,Whitby,St. John Paul II Catholic Elementary School,Complete,Oct-18,Expansion of existing school,Renovation to accommodate 1 EarlyON room,Durham,Central,160 CACHET BLVD,L1M 2L9,,252085,,Yes,,,,43.96636081,-78.94324063
752,Education,Education,Whitby,École élémentaire catholique Jean-Paul II,Complete,Sep-18,Addition and renovation to accommodate students,,Durham,Central,1001 HUTCHISON AVE,L1N 2A3,,754694,,Yes,,Yes,,43.87759,-78.92517
